Operacia;Cas;;Pocet prvkov
Vloz na zaklade kluca;1600;ns;273
Vloz na zaklade kluca;1700;ns;274
Odstran na zaklade kluca;15300;ns;275
Spristupni na zaklade kluca;1400;ns;274
Vloz na zaklade kluca;1700;ns;274
Odstran na zaklade kluca;15500;ns;275
Vloz na zaklade kluca;1700;ns;274
Vloz na zaklade kluca;1700;ns;275
Vloz na zaklade kluca;1700;ns;276
Odstran na zaklade kluca;15500;ns;277
Odstran na zaklade kluca;15600;ns;276
Vloz na zaklade kluca;1700;ns;275
Odstran na zaklade kluca;15600;ns;276
Odstran na zaklade kluca;15500;ns;275
Vloz na zaklade kluca;1600;ns;274
Vloz na zaklade kluca;1600;ns;275
Odstran na zaklade kluca;15600;ns;276
Vloz na zaklade kluca;1600;ns;275
Vloz na zaklade kluca;1600;ns;276
Vloz na zaklade kluca;1700;ns;277
Vloz na zaklade kluca;1700;ns;278
Odstran na zaklade kluca;15700;ns;279
Vloz na zaklade kluca;1700;ns;278
Odstran na zaklade kluca;15500;ns;279
Odstran na zaklade kluca;15700;ns;278
Spristupni na zaklade kluca;1300;ns;277
Spristupni na zaklade kluca;1400;ns;277
Odstran na zaklade kluca;15700;ns;277
Vloz na zaklade kluca;1700;ns;276
Vloz na zaklade kluca;1600;ns;277
Vloz na zaklade kluca;1600;ns;278
Vloz na zaklade kluca;1600;ns;279
Odstran na zaklade kluca;15800;ns;280
Vloz na zaklade kluca;1600;ns;279
Odstran na zaklade kluca;15800;ns;280
Spristupni na zaklade kluca;1400;ns;279
Vloz na zaklade kluca;1700;ns;279
Vloz na zaklade kluca;1600;ns;280
Vloz na zaklade kluca;1600;ns;281
Odstran na zaklade kluca;15900;ns;282
Odstran na zaklade kluca;15800;ns;281
Vloz na zaklade kluca;1600;ns;280
Vloz na zaklade kluca;1600;ns;281
Spristupni na zaklade kluca;1400;ns;282
Odstran na zaklade kluca;16100;ns;282
Vloz na zaklade kluca;1800;ns;281
Odstran na zaklade kluca;15700;ns;282
Spristupni na zaklade kluca;1300;ns;281
Vloz na zaklade kluca;1700;ns;281
Spristupni na zaklade kluca;1300;ns;282
Vloz na zaklade kluca;1600;ns;282
Odstran na zaklade kluca;15700;ns;283
Vloz na zaklade kluca;1600;ns;282
Spristupni na zaklade kluca;1300;ns;283
Vloz na zaklade kluca;1600;ns;283
Odstran na zaklade kluca;15700;ns;284
Vloz na zaklade kluca;1600;ns;283
Vloz na zaklade kluca;1600;ns;284
Vloz na zaklade kluca;1600;ns;285
Odstran na zaklade kluca;16100;ns;286
Odstran na zaklade kluca;15800;ns;285
Odstran na zaklade kluca;15700;ns;284
Odstran na zaklade kluca;15700;ns;283
Spristupni na zaklade kluca;1400;ns;282
Odstran na zaklade kluca;15900;ns;282
Odstran na zaklade kluca;15600;ns;281
Vloz na zaklade kluca;1600;ns;280
Odstran na zaklade kluca;15800;ns;281
Odstran na zaklade kluca;15600;ns;280
Odstran na zaklade kluca;15500;ns;279
Vloz na zaklade kluca;1600;ns;278
Vloz na zaklade kluca;1600;ns;279
Vloz na zaklade kluca;1600;ns;280
Vloz na zaklade kluca;1600;ns;281
Vloz na zaklade kluca;1600;ns;282
Vloz na zaklade kluca;1600;ns;283
Vloz na zaklade kluca;1600;ns;284
Odstran na zaklade kluca;15700;ns;285
Odstran na zaklade kluca;15800;ns;284
Vloz na zaklade kluca;1600;ns;283
Odstran na zaklade kluca;15800;ns;284
Vloz na zaklade kluca;1600;ns;283
Spristupni na zaklade kluca;1400;ns;284
Odstran na zaklade kluca;16000;ns;284
Vloz na zaklade kluca;1600;ns;283
Vloz na zaklade kluca;1700;ns;284
Vloz na zaklade kluca;1600;ns;285
Vloz na zaklade kluca;1600;ns;286
Odstran na zaklade kluca;15900;ns;287
Vloz na zaklade kluca;1600;ns;286
Vloz na zaklade kluca;1900;ns;287
Vloz na zaklade kluca;1700;ns;288
Vloz na zaklade kluca;13200;ns;289
Vloz na zaklade kluca;1700;ns;290
Vloz na zaklade kluca;1600;ns;291
Odstran na zaklade kluca;16500;ns;292
Odstran na zaklade kluca;16400;ns;291
Odstran na zaklade kluca;16100;ns;290
Odstran na zaklade kluca;16100;ns;289
Vloz na zaklade kluca;1800;ns;288
Odstran na zaklade kluca;16000;ns;289
Vloz na zaklade kluca;1600;ns;288
Vloz na zaklade kluca;4800;ns;289
Vloz na zaklade kluca;1600;ns;290
Odstran na zaklade kluca;16100;ns;291
Vloz na zaklade kluca;1600;ns;290
Vloz na zaklade kluca;1600;ns;291
Odstran na zaklade kluca;16100;ns;292
Vloz na zaklade kluca;1600;ns;291
Vloz na zaklade kluca;1600;ns;292
Odstran na zaklade kluca;16300;ns;293
Odstran na zaklade kluca;16100;ns;292
Vloz na zaklade kluca;1600;ns;291
Odstran na zaklade kluca;16400;ns;292
Vloz na zaklade kluca;1600;ns;291
Vloz na zaklade kluca;1600;ns;292
Vloz na zaklade kluca;1600;ns;293
Odstran na zaklade kluca;16500;ns;294
Vloz na zaklade kluca;1600;ns;293
Odstran na zaklade kluca;16200;ns;294
Odstran na zaklade kluca;16500;ns;293
Odstran na zaklade kluca;16400;ns;292
Odstran na zaklade kluca;16400;ns;291
Vloz na zaklade kluca;1600;ns;290
Vloz na zaklade kluca;1600;ns;291
Odstran na zaklade kluca;16200;ns;292
Vloz na zaklade kluca;1600;ns;291
Odstran na zaklade kluca;16200;ns;292
Vloz na zaklade kluca;1600;ns;291
Odstran na zaklade kluca;16200;ns;292
Spristupni na zaklade kluca;1300;ns;291
Vloz na zaklade kluca;2700;ns;291
Vloz na zaklade kluca;2000;ns;292
Odstran na zaklade kluca;22000;ns;293
Vloz na zaklade kluca;2000;ns;292
Vloz na zaklade kluca;2000;ns;293
Vloz na zaklade kluca;2600;ns;294
Vloz na zaklade kluca;3200;ns;295
Vloz na zaklade kluca;2800;ns;296
Vloz na zaklade kluca;2400;ns;297
Spristupni na zaklade kluca;2300;ns;298
Vloz na zaklade kluca;2200;ns;298
Odstran na zaklade kluca;27100;ns;299
Vloz na zaklade kluca;2300;ns;298
Odstran na zaklade kluca;18300;ns;299
Vloz na zaklade kluca;2100;ns;298
Spristupni na zaklade kluca;1400;ns;299
Vloz na zaklade kluca;1600;ns;299
Odstran na zaklade kluca;16800;ns;300
Odstran na zaklade kluca;16700;ns;299
Vloz na zaklade kluca;1700;ns;298
Spristupni na zaklade kluca;1400;ns;299
Odstran na zaklade kluca;16700;ns;299
Spristupni na zaklade kluca;1300;ns;298
Odstran na zaklade kluca;16700;ns;298
Vloz na zaklade kluca;1700;ns;297
Vloz na zaklade kluca;1600;ns;298
Vloz na zaklade kluca;2100;ns;299
Odstran na zaklade kluca;16800;ns;300
Vloz na zaklade kluca;1600;ns;299
Odstran na zaklade kluca;16800;ns;300
Vloz na zaklade kluca;1700;ns;299
Vloz na zaklade kluca;1600;ns;300
Vloz na zaklade kluca;1600;ns;301
Vloz na zaklade kluca;1800;ns;302
Odstran na zaklade kluca;16700;ns;303
Odstran na zaklade kluca;16700;ns;302
Spristupni na zaklade kluca;1400;ns;301
Vloz na zaklade kluca;1700;ns;301
Odstran na zaklade kluca;16700;ns;302
Vloz na zaklade kluca;1700;ns;301
Spristupni na zaklade kluca;1300;ns;302
Odstran na zaklade kluca;16600;ns;302
Odstran na zaklade kluca;16800;ns;301
Odstran na zaklade kluca;16500;ns;300
Vloz na zaklade kluca;1600;ns;299
Vloz na zaklade kluca;1600;ns;300
Vloz na zaklade kluca;1600;ns;301
Vloz na zaklade kluca;1600;ns;302
Vloz na zaklade kluca;1600;ns;303
Vloz na zaklade kluca;1900;ns;304
Vloz na zaklade kluca;1700;ns;305
Odstran na zaklade kluca;16800;ns;306
Odstran na zaklade kluca;16800;ns;305
Odstran na zaklade kluca;16800;ns;304
Odstran na zaklade kluca;16700;ns;303
Vloz na zaklade kluca;1600;ns;302
Vloz na zaklade kluca;1600;ns;303
Odstran na zaklade kluca;17000;ns;304
Odstran na zaklade kluca;16900;ns;303
Odstran na zaklade kluca;16900;ns;302
Vloz na zaklade kluca;1600;ns;301
Vloz na zaklade kluca;1600;ns;302
Vloz na zaklade kluca;1600;ns;303
Odstran na zaklade kluca;16800;ns;304
Vloz na zaklade kluca;1600;ns;303
Vloz na zaklade kluca;1600;ns;304
Vloz na zaklade kluca;1600;ns;305
Odstran na zaklade kluca;17000;ns;306
Odstran na zaklade kluca;17000;ns;305
Vloz na zaklade kluca;1600;ns;304
Odstran na zaklade kluca;16800;ns;305
Spristupni na zaklade kluca;1400;ns;304
Vloz na zaklade kluca;1600;ns;304
Vloz na zaklade kluca;1600;ns;305
Odstran na zaklade kluca;16800;ns;306
Vloz na zaklade kluca;1700;ns;305
Vloz na zaklade kluca;1600;ns;306
Vloz na zaklade kluca;1600;ns;307
Vloz na zaklade kluca;1600;ns;308
Odstran na zaklade kluca;17200;ns;309
Vloz na zaklade kluca;3800;ns;308
Vloz na zaklade kluca;1700;ns;309
Odstran na zaklade kluca;17100;ns;310
Odstran na zaklade kluca;17000;ns;309
Vloz na zaklade kluca;1600;ns;308
Vloz na zaklade kluca;1700;ns;309
Spristupni na zaklade kluca;1400;ns;310
Vloz na zaklade kluca;1600;ns;310
Odstran na zaklade kluca;17400;ns;311
Odstran na zaklade kluca;17100;ns;310
Odstran na zaklade kluca;17000;ns;309
Vloz na zaklade kluca;1600;ns;308
Odstran na zaklade kluca;17000;ns;309
Vloz na zaklade kluca;1600;ns;308
Vloz na zaklade kluca;1500;ns;309
Odstran na zaklade kluca;17000;ns;310
Odstran na zaklade kluca;17000;ns;309
Vloz na zaklade kluca;1700;ns;308
Odstran na zaklade kluca;16900;ns;309
Vloz na zaklade kluca;1600;ns;308
Spristupni na zaklade kluca;1300;ns;309
Odstran na zaklade kluca;17300;ns;309
Odstran na zaklade kluca;17000;ns;308
Vloz na zaklade kluca;1600;ns;307
Odstran na zaklade kluca;17000;ns;308
Vloz na zaklade kluca;1600;ns;307
Odstran na zaklade kluca;16900;ns;308
Odstran na zaklade kluca;17200;ns;307
Odstran na zaklade kluca;16900;ns;306
Vloz na zaklade kluca;1700;ns;305
Vloz na zaklade kluca;1600;ns;306
Vloz na zaklade kluca;1500;ns;307
Vloz na zaklade kluca;1600;ns;308
Odstran na zaklade kluca;17200;ns;309
Vloz na zaklade kluca;1600;ns;308
Vloz na zaklade kluca;1600;ns;309
Vloz na zaklade kluca;1600;ns;310
Vloz na zaklade kluca;1600;ns;311
Vloz na zaklade kluca;1600;ns;312
Vloz na zaklade kluca;1600;ns;313
Vloz na zaklade kluca;1600;ns;314
Odstran na zaklade kluca;17300;ns;315
Odstran na zaklade kluca;17500;ns;314
Vloz na zaklade kluca;1600;ns;313
Spristupni na zaklade kluca;1400;ns;314
Vloz na zaklade kluca;1600;ns;314
Spristupni na zaklade kluca;1400;ns;315
Vloz na zaklade kluca;1600;ns;315
Odstran na zaklade kluca;17500;ns;316
Odstran na zaklade kluca;17600;ns;315
Vloz na zaklade kluca;1600;ns;314
Odstran na zaklade kluca;17500;ns;315
Odstran na zaklade kluca;17500;ns;314
Vloz na zaklade kluca;1500;ns;313
Vloz na zaklade kluca;1600;ns;314
Vloz na zaklade kluca;1600;ns;315
Vloz na zaklade kluca;1600;ns;316
Vloz na zaklade kluca;1600;ns;317
Vloz na zaklade kluca;1600;ns;318
Spristupni na zaklade kluca;1400;ns;319
Odstran na zaklade kluca;17700;ns;319
Vloz na zaklade kluca;1900;ns;318
Vloz na zaklade kluca;1600;ns;319
Vloz na zaklade kluca;1700;ns;320
Vloz na zaklade kluca;1600;ns;321
Vloz na zaklade kluca;1800;ns;322
Spristupni na zaklade kluca;1400;ns;323
Odstran na zaklade kluca;17700;ns;323
Spristupni na zaklade kluca;1300;ns;322
Vloz na zaklade kluca;1700;ns;322
Vloz na zaklade kluca;1600;ns;323
Vloz na zaklade kluca;3200;ns;324
Vloz na zaklade kluca;1600;ns;325
Spristupni na zaklade kluca;1300;ns;326
Odstran na zaklade kluca;17900;ns;326
Odstran na zaklade kluca;18000;ns;325
Vloz na zaklade kluca;1600;ns;324
Odstran na zaklade kluca;17800;ns;325
Odstran na zaklade kluca;18000;ns;324
Spristupni na zaklade kluca;1400;ns;323
Spristupni na zaklade kluca;1400;ns;323
Spristupni na zaklade kluca;1300;ns;323
Spristupni na zaklade kluca;1400;ns;323
Odstran na zaklade kluca;17700;ns;323
Vloz na zaklade kluca;1600;ns;322
Odstran na zaklade kluca;18000;ns;323
Spristupni na zaklade kluca;1400;ns;322
Vloz na zaklade kluca;1600;ns;322
Spristupni na zaklade kluca;1400;ns;323
Vloz na zaklade kluca;1600;ns;323
Spristupni na zaklade kluca;1400;ns;324
Odstran na zaklade kluca;18000;ns;324
Vloz na zaklade kluca;1600;ns;323
Vloz na zaklade kluca;1600;ns;324
Vloz na zaklade kluca;1600;ns;325
Odstran na zaklade kluca;17900;ns;326
Vloz na zaklade kluca;1600;ns;325
Odstran na zaklade kluca;18000;ns;326
Vloz na zaklade kluca;1600;ns;325
Odstran na zaklade kluca;18100;ns;326
Vloz na zaklade kluca;1600;ns;325
Vloz na zaklade kluca;1600;ns;326
Odstran na zaklade kluca;18000;ns;327
Odstran na zaklade kluca;18000;ns;326
Spristupni na zaklade kluca;1400;ns;325
Vloz na zaklade kluca;1600;ns;325
Vloz na zaklade kluca;1600;ns;326
Spristupni na zaklade kluca;1300;ns;327
Odstran na zaklade kluca;18100;ns;327
Odstran na zaklade kluca;18100;ns;326
Vloz na zaklade kluca;1600;ns;325
Vloz na zaklade kluca;1600;ns;326
Spristupni na zaklade kluca;1300;ns;327
Vloz na zaklade kluca;1600;ns;327
Vloz na zaklade kluca;1700;ns;328
Vloz na zaklade kluca;1600;ns;329
Vloz na zaklade kluca;1500;ns;330
Odstran na zaklade kluca;18300;ns;331
Odstran na zaklade kluca;18200;ns;330
Vloz na zaklade kluca;1600;ns;329
Odstran na zaklade kluca;18200;ns;330
Odstran na zaklade kluca;18200;ns;329
Vloz na zaklade kluca;1600;ns;328
Odstran na zaklade kluca;18000;ns;329
Vloz na zaklade kluca;1700;ns;328
Spristupni na zaklade kluca;1400;ns;329
Vloz na zaklade kluca;1600;ns;329
Spristupni na zaklade kluca;1400;ns;330
Spristupni na zaklade kluca;1400;ns;330
Vloz na zaklade kluca;1600;ns;330
Spristupni na zaklade kluca;1300;ns;331
Odstran na zaklade kluca;18400;ns;331
Vloz na zaklade kluca;1600;ns;330
Odstran na zaklade kluca;18100;ns;331
Vloz na zaklade kluca;1700;ns;330
Spristupni na zaklade kluca;1300;ns;331
Odstran na zaklade kluca;18300;ns;331
Spristupni na zaklade kluca;1400;ns;330
Odstran na zaklade kluca;18000;ns;330
Vloz na zaklade kluca;1600;ns;329
Vloz na zaklade kluca;1600;ns;330
Vloz na zaklade kluca;1600;ns;331
Odstran na zaklade kluca;18100;ns;332
Odstran na zaklade kluca;18400;ns;331
Odstran na zaklade kluca;18300;ns;330
Vloz na zaklade kluca;1600;ns;329
Vloz na zaklade kluca;1600;ns;330
Spristupni na zaklade kluca;1400;ns;331
Vloz na zaklade kluca;1600;ns;331
Vloz na zaklade kluca;1600;ns;332
Vloz na zaklade kluca;1600;ns;333
Vloz na zaklade kluca;1600;ns;334
Odstran na zaklade kluca;18300;ns;335
Vloz na zaklade kluca;1700;ns;334
Odstran na zaklade kluca;18300;ns;335
Odstran na zaklade kluca;18500;ns;334
Vloz na zaklade kluca;1600;ns;333
Vloz na zaklade kluca;1600;ns;334
Odstran na zaklade kluca;18300;ns;335
Odstran na zaklade kluca;18500;ns;334
Vloz na zaklade kluca;1500;ns;333
Odstran na zaklade kluca;18500;ns;334
Vloz na zaklade kluca;1600;ns;333
Vloz na zaklade kluca;1600;ns;334
Odstran na zaklade kluca;18500;ns;335
Spristupni na zaklade kluca;1300;ns;334
Vloz na zaklade kluca;1600;ns;334
Vloz na zaklade kluca;1500;ns;335
Vloz na zaklade kluca;1600;ns;336
Vloz na zaklade kluca;1600;ns;337
Vloz na zaklade kluca;1700;ns;338
Vloz na zaklade kluca;1600;ns;339
Spristupni na zaklade kluca;1400;ns;340
Vloz na zaklade kluca;1800;ns;340
Spristupni na zaklade kluca;1400;ns;341
Vloz na zaklade kluca;1600;ns;341
Odstran na zaklade kluca;19400;ns;342
Vloz na zaklade kluca;1600;ns;341
Spristupni na zaklade kluca;1300;ns;342
Odstran na zaklade kluca;18600;ns;342
Vloz na zaklade kluca;1600;ns;341
Odstran na zaklade kluca;18800;ns;342
Odstran na zaklade kluca;18800;ns;341
Spristupni na zaklade kluca;1300;ns;340
Spristupni na zaklade kluca;1400;ns;340
Vloz na zaklade kluca;1600;ns;340
Spristupni na zaklade kluca;1300;ns;341
Spristupni na zaklade kluca;1400;ns;341
Vloz na zaklade kluca;1600;ns;341
Spristupni na zaklade kluca;1300;ns;342
Odstran na zaklade kluca;18600;ns;342
Vloz na zaklade kluca;1600;ns;341
Vloz na zaklade kluca;1600;ns;342
Odstran na zaklade kluca;19000;ns;343
Odstran na zaklade kluca;19000;ns;342
Vloz na zaklade kluca;1600;ns;341
Vloz na zaklade kluca;1600;ns;342
Vloz na zaklade kluca;1600;ns;343
Vloz na zaklade kluca;1600;ns;344
Vloz na zaklade kluca;1500;ns;345
Vloz na zaklade kluca;1600;ns;346
Vloz na zaklade kluca;1600;ns;347
Vloz na zaklade kluca;1700;ns;348
Vloz na zaklade kluca;1600;ns;349
Spristupni na zaklade kluca;1400;ns;350
Odstran na zaklade kluca;19300;ns;350
Vloz na zaklade kluca;1600;ns;349
Vloz na zaklade kluca;1600;ns;350
Odstran na zaklade kluca;19400;ns;351
Vloz na zaklade kluca;1500;ns;350
Vloz na zaklade kluca;1600;ns;351
Odstran na zaklade kluca;19300;ns;352
Odstran na zaklade kluca;19300;ns;351
Vloz na zaklade kluca;1600;ns;350
Odstran na zaklade kluca;19400;ns;351
Vloz na zaklade kluca;1600;ns;350
Vloz na zaklade kluca;1600;ns;351
Vloz na zaklade kluca;1600;ns;352
Odstran na zaklade kluca;19100;ns;353
Spristupni na zaklade kluca;1400;ns;352
Odstran na zaklade kluca;19400;ns;352
Odstran na zaklade kluca;19300;ns;351
Spristupni na zaklade kluca;1300;ns;350
Odstran na zaklade kluca;19200;ns;350
Vloz na zaklade kluca;1600;ns;349
Vloz na zaklade kluca;1600;ns;350
Odstran na zaklade kluca;19300;ns;351
Spristupni na zaklade kluca;1400;ns;350
Odstran na zaklade kluca;19300;ns;350
Vloz na zaklade kluca;1600;ns;349
Vloz na zaklade kluca;1600;ns;350
Vloz na zaklade kluca;1600;ns;351
Spristupni na zaklade kluca;1400;ns;352
Spristupni na zaklade kluca;1400;ns;352
Odstran na zaklade kluca;19400;ns;352
Vloz na zaklade kluca;1600;ns;351
Odstran na zaklade kluca;19500;ns;352
Vloz na zaklade kluca;1600;ns;351
Vloz na zaklade kluca;1600;ns;352
Odstran na zaklade kluca;19400;ns;353
Vloz na zaklade kluca;1600;ns;352
Vloz na zaklade kluca;1600;ns;353
Vloz na zaklade kluca;3300;ns;354
Vloz na zaklade kluca;1600;ns;355
Vloz na zaklade kluca;1600;ns;356
Spristupni na zaklade kluca;1400;ns;357
Odstran na zaklade kluca;19700;ns;357
Spristupni na zaklade kluca;1300;ns;356
Odstran na zaklade kluca;19500;ns;356
Vloz na zaklade kluca;1600;ns;355
Vloz na zaklade kluca;2900;ns;356
Odstran na zaklade kluca;19600;ns;357
Vloz na zaklade kluca;1600;ns;356
Vloz na zaklade kluca;1600;ns;357
Spristupni na zaklade kluca;1400;ns;358
Odstran na zaklade kluca;19700;ns;358
Spristupni na zaklade kluca;1300;ns;357
Odstran na zaklade kluca;19600;ns;357
Spristupni na zaklade kluca;1300;ns;356
Odstran na zaklade kluca;19600;ns;356
Odstran na zaklade kluca;19500;ns;355
Odstran na zaklade kluca;19500;ns;354
Odstran na zaklade kluca;19500;ns;353
Spristupni na zaklade kluca;1300;ns;352
Vloz na zaklade kluca;1600;ns;352
Odstran na zaklade kluca;19400;ns;353
Odstran na zaklade kluca;19100;ns;352
Vloz na zaklade kluca;1600;ns;351
Odstran na zaklade kluca;19400;ns;352
Odstran na zaklade kluca;19300;ns;351
Odstran na zaklade kluca;19300;ns;350
Vloz na zaklade kluca;1600;ns;349
Vloz na zaklade kluca;1600;ns;350
Odstran na zaklade kluca;19100;ns;351
Spristupni na zaklade kluca;1300;ns;350
Spristupni na zaklade kluca;1400;ns;350
Odstran na zaklade kluca;19300;ns;350
Odstran na zaklade kluca;19000;ns;349
Vloz na zaklade kluca;1600;ns;348
Odstran na zaklade kluca;19200;ns;349
Vloz na zaklade kluca;1600;ns;348
Odstran na zaklade kluca;19300;ns;349
Odstran na zaklade kluca;19200;ns;348
Odstran na zaklade kluca;18800;ns;347
Odstran na zaklade kluca;20700;ns;346
Vloz na zaklade kluca;1700;ns;345
Vloz na zaklade kluca;1700;ns;346
Vloz na zaklade kluca;1600;ns;347
Vloz na zaklade kluca;1600;ns;348
Odstran na zaklade kluca;19000;ns;349
Spristupni na zaklade kluca;1400;ns;348
Vloz na zaklade kluca;1600;ns;348
Vloz na zaklade kluca;1600;ns;349
Spristupni na zaklade kluca;1400;ns;350
Vloz na zaklade kluca;1600;ns;350
Spristupni na zaklade kluca;1400;ns;351
Vloz na zaklade kluca;1600;ns;351
Odstran na zaklade kluca;19100;ns;352
Spristupni na zaklade kluca;1400;ns;351
Vloz na zaklade kluca;1600;ns;351
Odstran na zaklade kluca;19400;ns;352
Odstran na zaklade kluca;19400;ns;351
Vloz na zaklade kluca;1600;ns;350
Odstran na zaklade kluca;19100;ns;351
Odstran na zaklade kluca;19300;ns;350
Vloz na zaklade kluca;1600;ns;349
Vloz na zaklade kluca;1600;ns;350
Vloz na zaklade kluca;1600;ns;351
Vloz na zaklade kluca;1600;ns;352
Vloz na zaklade kluca;1600;ns;353
Odstran na zaklade kluca;19600;ns;354
Vloz na zaklade kluca;1600;ns;353
Odstran na zaklade kluca;19500;ns;354
Odstran na zaklade kluca;19500;ns;353
Odstran na zaklade kluca;19500;ns;352
Vloz na zaklade kluca;1700;ns;351
Vloz na zaklade kluca;1500;ns;352
Odstran na zaklade kluca;19500;ns;353
Spristupni na zaklade kluca;1400;ns;352
Vloz na zaklade kluca;1600;ns;352
Odstran na zaklade kluca;19200;ns;353
Vloz na zaklade kluca;1600;ns;352
Odstran na zaklade kluca;19400;ns;353
Spristupni na zaklade kluca;1400;ns;352
Odstran na zaklade kluca;19100;ns;352
Odstran na zaklade kluca;19300;ns;351
Odstran na zaklade kluca;19300;ns;350
Vloz na zaklade kluca;1600;ns;349
Odstran na zaklade kluca;19100;ns;350
Vloz na zaklade kluca;1600;ns;349
Spristupni na zaklade kluca;1300;ns;350
Odstran na zaklade kluca;19400;ns;350
Spristupni na zaklade kluca;1300;ns;349
Vloz na zaklade kluca;1600;ns;349
Vloz na zaklade kluca;1600;ns;350
Spristupni na zaklade kluca;1400;ns;351
Vloz na zaklade kluca;1600;ns;351
Vloz na zaklade kluca;1600;ns;352
Vloz na zaklade kluca;1600;ns;353
Vloz na zaklade kluca;1600;ns;354
Vloz na zaklade kluca;1600;ns;355
Vloz na zaklade kluca;1700;ns;356
Vloz na zaklade kluca;1600;ns;357
Vloz na zaklade kluca;1500;ns;358
Vloz na zaklade kluca;1600;ns;359
Vloz na zaklade kluca;1600;ns;360
Vloz na zaklade kluca;1600;ns;361
Vloz na zaklade kluca;1600;ns;362
Odstran na zaklade kluca;19700;ns;363
Spristupni na zaklade kluca;1400;ns;362
Vloz na zaklade kluca;1700;ns;362
Odstran na zaklade kluca;20100;ns;363
Vloz na zaklade kluca;1600;ns;362
Vloz na zaklade kluca;1600;ns;363
Vloz na zaklade kluca;1600;ns;364
Vloz na zaklade kluca;1700;ns;365
Vloz na zaklade kluca;1600;ns;366
Vloz na zaklade kluca;1700;ns;367
Vloz na zaklade kluca;1600;ns;368
Spristupni na zaklade kluca;1400;ns;369
Vloz na zaklade kluca;1600;ns;369
Odstran na zaklade kluca;20000;ns;370
Odstran na zaklade kluca;19900;ns;369
Vloz na zaklade kluca;1600;ns;368
Vloz na zaklade kluca;1600;ns;369
Spristupni na zaklade kluca;1400;ns;370
Vloz na zaklade kluca;1800;ns;370
Spristupni na zaklade kluca;1400;ns;371
Vloz na zaklade kluca;1600;ns;371
Odstran na zaklade kluca;20000;ns;372
Odstran na zaklade kluca;20200;ns;371
Odstran na zaklade kluca;28000;ns;370
Vloz na zaklade kluca;3500;ns;369
Vloz na zaklade kluca;2600;ns;370
Spristupni na zaklade kluca;2300;ns;371
Vloz na zaklade kluca;2100;ns;371
Vloz na zaklade kluca;1700;ns;372
Odstran na zaklade kluca;20700;ns;373
Spristupni na zaklade kluca;1400;ns;372
Odstran na zaklade kluca;20400;ns;372
Vloz na zaklade kluca;1600;ns;371
Spristupni na zaklade kluca;1400;ns;372
Odstran na zaklade kluca;20100;ns;372
Vloz na zaklade kluca;1600;ns;371
Spristupni na zaklade kluca;1400;ns;372
Vloz na zaklade kluca;1600;ns;372
Odstran na zaklade kluca;20200;ns;373
Vloz na zaklade kluca;1600;ns;372
Vloz na zaklade kluca;19600;ns;373
Spristupni na zaklade kluca;1300;ns;374
Odstran na zaklade kluca;20800;ns;374
Odstran na zaklade kluca;20500;ns;373
Vloz na zaklade kluca;1800;ns;372
Spristupni na zaklade kluca;1400;ns;373
Vloz na zaklade kluca;4900;ns;373
Vloz na zaklade kluca;1700;ns;374
Vloz na zaklade kluca;1600;ns;375
Odstran na zaklade kluca;20800;ns;376
Vloz na zaklade kluca;1900;ns;375
Spristupni na zaklade kluca;1400;ns;376
Vloz na zaklade kluca;1700;ns;376
Spristupni na zaklade kluca;1400;ns;377
Vloz na zaklade kluca;1700;ns;377
Vloz na zaklade kluca;2000;ns;378
Vloz na zaklade kluca;1700;ns;379
Vloz na zaklade kluca;1700;ns;380
Vloz na zaklade kluca;1800;ns;381
Vloz na zaklade kluca;1800;ns;382
Vloz na zaklade kluca;1600;ns;383
Odstran na zaklade kluca;20700;ns;384
Spristupni na zaklade kluca;1400;ns;383
Odstran na zaklade kluca;20600;ns;383
Spristupni na zaklade kluca;1300;ns;382
Spristupni na zaklade kluca;1400;ns;382
Spristupni na zaklade kluca;1400;ns;382
Vloz na zaklade kluca;1700;ns;382
Vloz na zaklade kluca;1600;ns;383
Vloz na zaklade kluca;1600;ns;384
Vloz na zaklade kluca;1700;ns;385
Vloz na zaklade kluca;1800;ns;386
Odstran na zaklade kluca;21200;ns;387
Odstran na zaklade kluca;20800;ns;386
Odstran na zaklade kluca;21100;ns;385
Vloz na zaklade kluca;1700;ns;384
Odstran na zaklade kluca;21100;ns;385
Vloz na zaklade kluca;1600;ns;384
Vloz na zaklade kluca;1600;ns;385
Spristupni na zaklade kluca;1400;ns;386
Vloz na zaklade kluca;1700;ns;386
Vloz na zaklade kluca;1700;ns;387
Odstran na zaklade kluca;21200;ns;388
Vloz na zaklade kluca;1600;ns;387
Vloz na zaklade kluca;1600;ns;388
Odstran na zaklade kluca;21300;ns;389
Vloz na zaklade kluca;1600;ns;388
Odstran na zaklade kluca;21300;ns;389
Vloz na zaklade kluca;1600;ns;388
Spristupni na zaklade kluca;1300;ns;389
Vloz na zaklade kluca;1600;ns;389
Odstran na zaklade kluca;21100;ns;390
Spristupni na zaklade kluca;1300;ns;389
Spristupni na zaklade kluca;1300;ns;389
Odstran na zaklade kluca;21300;ns;389
Spristupni na zaklade kluca;1400;ns;388
Vloz na zaklade kluca;1600;ns;388
Vloz na zaklade kluca;1600;ns;389
Vloz na zaklade kluca;1600;ns;390
Vloz na zaklade kluca;1600;ns;391
Vloz na zaklade kluca;1700;ns;392
Vloz na zaklade kluca;1700;ns;393
